;y;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13
733;Jorg;-0.05674;-0.20458;-0.08318;-10.72814;9.44700;0.30366;France;0.67289;0.01292;-1002.39658;2.89085;FALSE;-0.08744
734;20;-1.57982;-1.62619;-1.02050;-13.92870;8.02009;14.14140;Sweden;15.05475;-14.62122;-999.00462;-2.98672;FALSE;-1.13899
735;20;0.33424;1.17088;0.47910;-10.57631;10.37074;-2.28860;Croatia;-3.75930;1.61360;-995.89796;-0.98566;TRUE;0.50416
736;20;0.79802;-0.30464;0.15705;-10.98696;9.12135;-8.25043;France;-9.08664;7.93286;-1001.05885;-0.65481;FALSE;0.21690
737;Bob;1.37531;0.17494;0.49346;-9.26817;10.17599;-13.49346;Croatia;-12.70474;12.33650;-997.84247;0.33426;TRUE;0.59661
738;Jorg;0.37722;-0.20266;0.05556;-11.69101;9.08357;-3.98282;France;-4.20935;4.40013;-999.93286;0.49323;FALSE;0.08385
739;Atsuto;0.53473;-0.32295;0.06741;-10.78101;9.47186;-5.66792;France;-6.38800;5.47283;-998.24649;-1.37046;FALSE;0.10752
740;20;-0.44371;-0.09764;-0.17232;-13.04317;8.64237;4.51341;Morocco;2.83653;-6.10305;-997.75562;-1.79989;FALSE;-0.20560
741;Jorg;0.10498;0.47282;0.18392;-11.24750;9.75252;-0.57702;France;-0.64817;2.58852;-1001.30122;2.35862;TRUE;0.19179
742;Bob;1.89850;0.70668;0.82926;;9.86297;-18.39927;Croatia;-15.38572;16.21231;-999.28715;-1.08668;TRUE;0.97164
743;20;0.37653;-0.03968;0.10722;-10.37705;9.86589;-3.72015;Croatia;-4.21633;4.27446;-999.07421;-1.35829;TRUE;0.13546
744;20;0.63165;0.18030;0.25845;-10.50613;9.75543;-6.08309;Croatia;-6.12992;3.93684;-998.25415;-1.66539;TRUE;0.30582
745;Atsuto;0.69353;0.63403;0.42257;-9.78211;10.31600;-6.34584;Croatia;-5.35664;5.86234;-999.06683;-0.90706;TRUE;0.47459
746;20;2.68569;1.35479;1.28612;-8.62770;11.04357;-25.48368;Argentina;-27.39947;25.95913;-996.09264;-0.85055;TRUE;1.48755
747;Jorg;1.07338;0.20723;0.40763;-10.00804;9.79430;-10.70397;Croatia;-11.19920;11.60913;-999.66518;2.92260;TRUE;0.48813
748;Bob;1.78212;0.26222;0.65073;-10.17624;9.69971;-17.44081;Croatia;-17.53618;18.91885;-1003.22685;-1.65296;TRUE;0.78439
749;Bob;1.83998;-1.05415;0.25014;-9.23837;9.85266;-19.41477;Croatia;-20.94123;20.21869;-999.36392;-3.56835;FALSE;0.38814
750;20;0.63087;-0.14381;0.15504;-10.70223;9.32639;-6.37005;France;-5.85352;5.64644;-997.83744;-0.20799;TRUE;0.20235
751;Atsuto;0.33790;-0.51636;-0.05681;-11.38080;9.07263;-4.03279;France;-4.61061;5.06237;-999.12773;1.83136;FALSE;-0.03146
752;20;1.39241;0.53151;0.61240;-11.01785;9.51018;-13.44908;France;-13.89945;14.32924;-995.38611;-1.01220;TRUE;0.71683
753;Atsuto;-0.05129;-1.21776;-0.40395;-11.26387;9.09447;-0.62792;France;-0.32355;1.12665;-997.75305;-0.85421;FALSE;-0.40780
754;Jorg;0.05422;0.17062;0.07157;-11.61063;9.22940;-0.31018;France;-1.30757;-1.23512;-997.07554;0.23758;TRUE;0.07563
755;Jorg;0.28870;-0.06412;0.07149;-11.00239;9.55032;-2.97509;France;0.32377;1.74044;-996.83177;-1.33890;TRUE;0.09314
756;Jorg;0.55290;0.75937;0.41771;-10.66545;9.97625;-4.89640;Croatia;-4.08806;4.66947;-996.87996;-0.09514;TRUE;0.45917
757;Jorg;0.92572;0.14185;0.33982;-10.58317;9.79549;-9.22902;Croatia;-7.62146;10.81351;-997.93262;-0.30453;TRUE;0.40925
758;Atsuto;2.33354;0.30964;0.84135;-8.83345;10.17767;-22.85968;Croatia;-22.06274;23.46842;-999.48203;2.99845;TRUE;1.01636
759;Bob;-0.44400;0.02262;-0.13413;-13.35997;8.56799;4.30766;Morocco;5.07699;-4.18967;-997.79774;-1.53004;FALSE;-0.16743
760;20;1.88752;0.60503;0.79341;-9.19660;10.31117;-18.19404;Croatia;-15.94630;15.71821;-999.31787;-2.55990;TRUE;0.93497
761;Jorg;1.05301;-0.51348;0.17174;-11.04011;9.19352;-10.82803;France;-10.51477;10.67300;-996.53315;0.08989;FALSE;0.25071
762;Atsuto;1.86911;1.38864;1.03697;-9.20099;10.44096;-17.27320;Croatia;-17.05825;17.84965;-1001.90707;0.80416;TRUE;1.17716
763;Bob;2.91845;0.68555;1.14719;-7.78513;10.98702;-28.36966;Argentina;-28.86290;28.36093;-998.37763;-2.81399;TRUE;1.36608
764;Atsuto;2.08730;0.11082;0.69968;-8.44939;10.54058;-20.73615;Argentina;-21.24459;20.06865;-998.83273;-2.26240;TRUE;0.85623
765;20;1.46880;0.51786;0.63237;-9.88846;10.36574;-14.00028;Croatia;-15.14935;13.26439;-996.71508;-3.02775;TRUE;0.74253
766;Bob;1.37430;-0.90546;0.14924;-10.16561;9.75349;-14.47378;Croatia;-14.29405;14.94904;-999.99845;-2.10085;FALSE;0.25231
767;Jorg;1.31577;1.36093;0.85202;-10.11760;10.22008;-11.86130;Croatia;-11.82411;11.68394;-999.39160;-2.96843;TRUE;0.95070
768;Atsuto;0.05145;-0.25415;-0.06452;-10.84445;9.63199;-0.84455;France;-0.92063;0.95086;-1000.04010;-0.74005;FALSE;-0.06066
769;Atsuto;1.68344;-0.86742;0.25975;-9.02467;9.98702;-17.65811;Croatia;-16.03000;17.80808;-999.37958;-0.97206;FALSE;0.38601
770;20;0.90954;-1.27211;-0.11541;-11.05539;8.85240;-10.48808;France;-9.42104;10.00035;-997.34403;-1.95054;FALSE;-0.04719
771;20;1.56124;0.24840;0.57603;-11.20902;9.30300;-15.34591;France;-16.82195;17.26747;-999.77260;0.02503;TRUE;0.69312
772;20;1.24476;-0.07505;0.37233;-11.01745;9.35628;-12.34396;France;-10.70515;10.02068;-995.83401;-1.42624;TRUE;0.46569
773;Bob;1.54254;0.31191;0.59029;-9.89917;9.82154;-15.26536;Croatia;-15.27119;16.05578;-996.18313;-1.90016;TRUE;0.70598
774;Bob;0.02400;-0.91095;-0.28233;-11.41123;8.84039;-1.30489;France;-0.24746;0.83012;-999.32814;-0.56487;FALSE;-0.28053
775;Jorg;-1.00602;0.34274;-0.21113;-12.56707;9.04215;10.44363;France;11.37844;-8.49884;-997.99637;-0.41049;TRUE;-0.28658
776;Atsuto;0.00503;-0.74052;-0.23411;-11.30442;9.12705;-0.71546;France;-1.07190;-0.87139;-999.15198;1.66455;FALSE;-0.23374
777;20;0.93104;0.13820;0.34035;-10.71579;9.42190;-9.24845;France;-8.55908;9.96813;-998.28540;1.51525;TRUE;0.41018
778;Bob;1.82800;-0.03340;0.57124;-8.85265;10.34500;-18.23678;Croatia;-17.91325;17.03049;-998.29866;-1.66697;TRUE;0.70834
779;Atsuto;2.01739;0.58688;0.82897;-9.00699;10.34589;-19.66221;Croatia;-19.43157;18.97313;-999.90659;-2.36244;TRUE;0.98027
780;20;1.97396;-0.37120;0.51017;-8.97842;10.32544;-20.31797;Croatia;-21.43131;19.80846;-998.97326;-1.88049;TRUE;0.65822
781;20;0.47928;-0.88817;-0.13016;-10.63478;9.55392;-5.64387;France;-6.66570;4.84145;-1000.92731;3.00629;FALSE;-0.09421
782;Jorg;0.11093;-0.29334;-0.05806;-10.87402;9.40730;-1.57004;France;-1.36037;0.31945;-996.68361;-1.08427;FALSE;-0.04974
783;20;3.06824;0.35185;1.08865;-8.34525;10.81044;-30.36078;Argentina;-29.35591;31.11025;-998.49729;-1.37753;TRUE;1.31877
784;20;1.41137;1.61468;0.96322;-9.96497;10.07574;-12.58903;Croatia;-12.21554;15.00109;-997.59823;-2.30347;TRUE;1.06907
785;Bob;0.91857;-0.02593;0.28414;-11.15348;9.29960;-9.18254;France;-7.21843;7.78055;-997.12970;-0.05127;TRUE;0.35303
786;20;0.67513;-0.27131;0.12854;-10.52460;9.72692;-6.97952;Croatia;-6.51084;8.27658;-998.02213;-0.16162;FALSE;0.17918
787;20;0.04975;-0.32173;-0.08657;-10.78026;9.69502;-0.63607;France;-2.97404;1.78856;-996.43673;-1.19998;FALSE;-0.08284
788;Atsuto;1.74386;-0.63885;0.35174;-9.38387;9.85821;-18.04167;Croatia;-18.64196;19.04829;-998.89195;2.59278;FALSE;0.48253
789;Jorg;-0.96679;-0.53071;-0.47667;-12.10500;9.00774;9.17208;France;8.69901;-9.89107;-997.02520;-0.79427;FALSE;-0.54918
790;Atsuto;2.53925;0.31272;0.90781;-8.10100;10.70448;-25.11639;Argentina;-25.63426;25.34015;-1001.60630;1.87574;TRUE;1.09825
791;20;3.20505;-0.20791;0.95402;-7.04574;10.82788;-32.27992;Argentina;-32.81105;32.32196;-996.70244;-1.45947;TRUE;1.19440
792;20;0.07156;1.06555;0.36195;-11.67071;9.51973;0.40171;France;-0.36279;-1.63581;-999.31302;-0.30776;TRUE;0.36732
793;Jorg;1.23674;-0.40412;0.26503;-10.75402;9.30945;-13.04258;France;-14.91523;13.20989;-998.76437;-0.51907;FALSE;0.35779
794;Bob;1.37028;0.56271;0.61529;-10.89204;9.79010;-13.08545;France;-11.17863;10.56238;-999.83276;-2.07162;TRUE;0.71806
795;Jorg;0.40691;0.34375;0.23894;-10.51642;9.87474;-3.68060;Croatia;-3.59994;4.71513;-998.03398;-0.17512;TRUE;0.26946
796;Bob;1.60657;0.84028;0.77885;-9.15916;10.58193;-15.21632;Croatia;-17.04740;18.05635;-999.39587;-1.42310;TRUE;0.89935
797;Jorg;2.21530;0.06636;0.72628;-8.12869;10.50938;-21.99045;Argentina;-22.21620;22.05857;-996.53435;-1.95048;TRUE;0.89242
798;Atsuto;0.29196;-0.40685;-0.03657;-11.07103;9.17294;-3.31795;France;-3.97125;2.16591;-998.74374;1.70157;FALSE;-0.01467
799;Jorg;1.79654;1.01718;0.89564;-9.35414;10.15029;-17.11046;Croatia;-17.59676;16.62565;-998.05151;-0.78007;TRUE;1.03038
800;Atsuto;-0.33347;-0.87066;-0.38329;-11.29284;9.32281;2.41954;France;3.43577;-1.39185;-1000.45532;-1.91773;FALSE;-0.40830
801;Jorg;0.49328;-0.38087;0.03578;-10.80082;9.29664;-5.37924;France;-7.20604;4.59886;-997.89901;-0.01678;FALSE;0.07278
802;Atsuto;-0.24955;-0.31269;-0.17897;-11.24418;9.47817;2.30699;France;2.53282;-2.05097;-999.98112;-1.52940;FALSE;-0.19768
803;20;2.10085;0.77455;0.91527;-9.72258;9.91612;-19.96774;Croatia;-20.10794;18.35159;-998.10995;-1.32805;TRUE;1.07283
804;Atsuto;1.31586;0.42420;0.55388;-9.99538;10.01120;-12.57747;Croatia;-12.43763;12.36912;-999.35230;0.72087;TRUE;0.65257
805;20;0.39307;0.50341;0.28536;-11.88210;9.27463;-3.22401;France;-2.77030;2.83468;-998.60159;1.38744;TRUE;0.31484
806;Atsuto;1.26890;-0.39191;0.27915;-10.02386;9.72067;-13.09854;Croatia;-13.55575;13.54375;-1000.73475;0.83981;FALSE;0.37432
807;Bob;-0.18895;-0.68445;-0.27801;-11.11951;9.07778;1.25162;France;4.12534;-0.80478;-996.47767;-0.57257;FALSE;-0.29218
808;20;2.67312;0.96760;1.15888;-9.43563;10.20725;-25.74772;Croatia;-25.01106;26.33241;-997.11794;-0.31970;TRUE;1.35936
809;Atsuto;2.67364;-0.27890;0.76227;-8.18450;10.54080;-27.04977;Argentina;-26.85636;27.35390;-997.65673;0.24312;TRUE;0.96279
810;Atsuto;0.99774;0.53207;0.48695;-9.88056;10.15451;-9.50615;Croatia;-8.85599;11.07389;-1000.50133;-3.18990;TRUE;0.56178
811;Jorg;1.57838;-0.22341;0.43130;-9.91663;9.86289;-16.06347;Croatia;-17.44158;14.60801;-1000.69472;1.23025;TRUE;0.54968
812;Bob;1.10585;0.39597;0.47804;-10.06442;10.07789;-10.58747;Croatia;-9.99941;10.98272;-997.98546;-0.79549;TRUE;0.56098
813;20;2.43411;-0.73289;0.54151;-8.00663;10.44305;-24.95949;Argentina;-25.36009;22.73146;-997.90858;-1.14444;FALSE;0.72407
814;20;-0.74499;-1.09164;-0.58462;-12.57253;8.36586;6.18369;Morocco;5.57351;-5.84931;-997.10559;1.82435;FALSE;-0.64049
815;Bob;0.08260;-0.56793;-0.15449;-11.42339;8.87606;-1.43332;France;0.99109;0.90125;-1000.06375;-2.45175;FALSE;-0.14829
816;Jorg;2.30248;0.87313;1.01083;-9.40806;10.19921;-22.06233;Croatia;-21.64731;22.51170;-1000.43179;1.56844;TRUE;1.18351
817;Bob;0.74545;1.01352;0.55990;-11.31243;9.70955;-6.61056;France;-7.99944;6.28567;-1000.88963;-3.20447;TRUE;0.61581
818;Bob;0.47724;0.64917;0.35855;-10.94761;9.93379;-3.92498;Croatia;-1.79192;3.02301;-998.91214;-0.15726;TRUE;0.39434
819;20;0.96033;0.07299;0.32892;-9.46400;10.33049;-9.48806;Croatia;-9.03008;10.16690;-997.13459;-1.41742;TRUE;0.40094
820;20;1.07439;-0.20184;0.27774;-10.89035;9.58726;-11.03958;France;-10.71867;11.03335;-997.42930;-1.12067;TRUE;0.35832
821;20;-1.02975;-0.56100;-0.50635;-12.15097;9.11784;9.68943;France;9.29210;-9.95847;-997.96819;0.09697;FALSE;-0.58358
822;Bob;-0.00886;-0.28744;-0.09432;-12.39476;8.86660;-0.22169;Morocco;-1.54255;1.55816;-998.07019;-2.01466;FALSE;-0.09498
823;20;0.68423;-0.52115;0.05191;-10.86707;9.27961;-7.44590;France;-7.43046;10.10817;-996.11869;-0.97003;FALSE;0.10323
824;Jorg;3.02167;1.01187;1.28391;-8.55731;10.47731;-29.19853;Argentina;-30.51214;27.97526;-1001.50124;0.21535;TRUE;1.51054
825;Bob;0.22072;0.00997;0.07343;-11.22440;9.37325;-2.07857;France;-2.18216;2.48566;-999.85414;1.27296;TRUE;0.08999
826;Jorg;2.38884;-0.33160;0.65484;-9.17552;9.99737;-24.22155;Croatia;-22.77721;24.78975;-997.76592;0.01705;TRUE;0.83400
827;Astuto;1.67781;-0.80739;0.27706;-9.44054;9.80003;-17.59927;Croatia;-17.96147;17.26346;-999.25394;2.92188;FALSE;0.40290
828;20;1.40193;-0.12988;0.40491;-9.16980;10.11657;-14.14469;Croatia;-15.24430;15.66621;-996.48169;-2.79127;TRUE;0.51005
829;Jorg;-0.58946;0.29337;-0.09425;-11.42254;9.44358;6.24277;France;3.40843;-6.76521;-1000.03774;6.65677;TRUE;-0.13846
830;20;0.58995;0.26379;0.27175;-10.82103;9.77463;-5.56664;France;-5.42975;4.34226;-999.25658;-1.22246;TRUE;0.31600
831;Jorg;0.50211;0.99900;0.47782;-10.54718;10.05321;-4.14887;Croatia;-4.33567;3.54476;-1000.45316;-0.21884;TRUE;0.51547
832;Bob;0.09151;-0.36360;-0.08661;-10.39604;9.77134;-1.16652;Croatia;-0.74176;2.01322;-998.83729;-3.27349;FALSE;-0.07975
833;Jorg;1.47462;0.28715;0.56079;-10.35827;9.71006;-14.37077;Croatia;-13.64935;13.72069;-996.58958;-0.31289;TRUE;0.67138
834;20;1.90235;0.35224;0.71766;-9.74116;10.16106;-18.62599;Croatia;-20.15404;20.30878;-999.47847;0.47404;TRUE;0.86033
835;20;0.24020;-1.29951;-0.33719;-12.23025;8.55938;-3.65322;Morocco;-3.56921;3.72306;-1000.62253;0.92801;FALSE;-0.31917
836;Jorg;0.20518;-0.07358;0.04189;-11.61139;9.14762;-2.11110;France;-2.11670;0.72696;-999.43572;-2.49838;FALSE;0.05728
837;Jorg;0.90429;0.15092;0.33588;-10.17703;9.80103;-8.84958;Croatia;-7.94390;9.36452;-996.94909;-1.43653;TRUE;0.40371
838;Bob;1.20305;0.07054;0.40540;-10.84021;9.34103;-12.23840;France;-11.57636;13.21457;-998.98903;-2.78188;TRUE;0.49563
839;20;-0.17551;0.29182;0.03702;-12.23254;9.30816;1.73808;France;0.56794;0.03359;-998.93746;-1.04960;TRUE;0.02386
840;Atsuto;0.02808;-0.49265;-0.14788;-11.10880;9.20953;-0.66622;France;-1.21338;-0.83244;-999.57168;2.38142;FALSE;-0.14577
841;20;0.10969;-0.43522;-0.10362;-11.62659;9.17654;-1.65293;France;0.68971;3.02752;-996.17082;-1.37263;FALSE;-0.09539
842;Bob;0.62369;-0.26234;0.11502;-10.69062;9.41376;-6.49353;France;-5.25017;4.42797;-996.02733;1.00597;FALSE;0.16180
843;Jorg;-1.51702;-0.36447;-0.59890;-13.02191;8.53720;14.75055;Morocco;13.03492;-16.59034;-998.71020;0.04632;FALSE;-0.71268
844;20;0.63628;-0.10859;0.16797;-11.72361;9.05524;-6.36433;France;-6.16238;5.58648;-998.31201;0.23936;TRUE;0.21569
845;Atsuto;2.77719;0.25939;0.96657;-8.15641;10.57916;-27.62718;Argentina;-28.47724;26.81761;-1000.10671;4.09930;TRUE;1.17486
846;20;1.95757;0.12831;0.66396;-9.18984;10.37578;-19.37970;Croatia;-17.93097;21.15487;-998.28496;-0.72666;TRUE;0.81077
847;20;1.68136;-0.40485;0.40633;-9.88822;9.48890;-17.09893;Croatia;-17.39325;17.84735;-998.20668;-1.70311;TRUE;0.53243
848;20;2.22677;-0.15924;0.65812;-9.86595;9.88122;-22.36280;Croatia;-21.09881;21.35452;-998.98318;-0.26056;TRUE;0.82512
849;Atsuto;0.69195;0.11541;0.25699;-10.25190;9.95302;-6.53428;Croatia;-6.81785;5.24600;-996.96766;-2.72488;TRUE;0.30889
850;Bob;0.66455;0.07392;0.23506;-11.72412;9.20434;-6.57809;France;-3.81524;6.10323;-998.01478;-1.35839;TRUE;0.28490
851;Bob;2.96794;1.09596;1.29358;-8.53141;10.75037;-28.56412;Argentina;-27.14689;29.31021;-999.14632;-1.10652;TRUE;1.51618
852;20;-0.02573;-0.16540;-0.06084;-12.33964;8.94149;0.01111;France;0.75940;-0.93618;-999.24959;-1.24902;FALSE;-0.06277
853;20;0.28809;0.22585;0.16359;-10.99435;9.92107;-2.89739;France;-3.79127;3.14514;-998.63807;-0.71605;TRUE;0.18520
854;20;0.35294;-0.67601;-0.10284;-12.24751;8.75027;-4.09763;Morocco;-5.08265;2.19335;-997.81045;-0.56163;FALSE;-0.07637
855;Jorg;2.66658;0.01774;0.85445;-8.59571;10.11104;-26.83426;Croatia;-27.39822;27.55934;-996.89811;-0.07119;TRUE;1.05444
856;Jorg;1.29101;0.13811;0.45490;-9.57934;9.85934;-12.77980;Croatia;-11.82199;12.93880;-996.18340;-0.65028;TRUE;0.55173
857;Jorg;-1.28039;-1.27905;-0.81469;-12.52778;8.74185;11.51967;Morocco;14.24658;-8.63825;-998.92558;-2.81602;FALSE;-0.91072
858;20;3.37673;0.17265;1.12980;-8.35076;10.66839;-33.42507;Argentina;-35.20725;32.21843;-997.39743;0.55633;TRUE;1.38306
859;Jorg;0.45026;-0.28729;0.05187;-10.70977;9.29027;-4.74446;France;-4.68327;6.29580;-997.16042;1.29726;FALSE;0.08564
860;Bob;-1.07047;1.16626;0.03049;-12.15005;9.73216;11.96162;France;11.72270;-11.03133;-999.65317;-0.74137;TRUE;-0.04979
861;Bob;1.44028;-0.39273;0.33344;-10.10348;9.41405;-14.87315;Croatia;-17.48377;14.52197;-999.21451;-4.02244;FALSE;0.44146
862;Jorg;1.58438;0.37037;0.62222;-9.43217;9.90795;-15.46076;Croatia;-17.12681;14.28860;-996.88164;-1.67996;TRUE;0.74105
863;20;0.58575;1.25971;0.58743;-10.53186;10.26076;-4.71770;Croatia;-5.24407;5.89650;-997.63299;-1.70351;TRUE;0.63136
864;Atsuto;2.05231;1.00457;0.97303;-8.63355;10.80772;-19.49181;Argentina;-18.76323;19.39183;-998.81118;2.44504;TRUE;1.12696
865;Bob;2.33759;-0.20521;0.67876;-8.31529;10.36431;-23.56380;Argentina;-24.00733;24.82456;-996.98175;-1.61335;TRUE;0.85408
866;Jorg;0.31417;0.39398;0.22541;-11.18524;9.54248;-2.82094;France;-0.66300;1.51767;-1000.01821;-0.46284;TRUE;0.24897
867;20;3.59060;0.89810;1.42880;-7.91518;10.74938;-35.13024;Argentina;-36.77236;35.08640;-997.51523;0.21964;TRUE;1.69809
868;Bob;0.89854;-0.68615;0.06761;-11.08326;9.33622;-9.69888;France;-10.89582;11.11303;-998.21423;-3.34722;FALSE;0.13500
869;20;2.83378;-0.21509;0.83356;-9.44702;9.98384;-28.59718;Croatia;-27.95164;28.20954;-997.11933;-0.69107;TRUE;1.04609
870;Jorg;1.40110;0.57503;0.62902;-10.41741;9.80292;-13.47549;Croatia;-13.02987;13.55021;-997.69554;-0.27829;TRUE;0.73411
871;Bob;-0.36213;-0.81383;-0.37432;-11.43789;9.26640;2.85458;France;1.47567;-4.46953;-998.45707;-1.40677;FALSE;-0.40148
872;20;-0.07208;0.31819;0.07834;-11.30024;9.65847;0.96949;France;-0.05599;-0.21862;-996.22794;-1.64383;TRUE;0.07294
873;20;0.14503;-0.40827;-0.08379;-11.52686;8.93076;-1.84413;France;-0.60197;0.88192;-999.78124;-0.46375;FALSE;-0.07291
874;Jorg;-0.17625;0.53014;0.11265;-11.97234;9.38764;2.30467;France;2.18765;-2.51621;-997.49021;-1.06479;TRUE;0.09943
875;20;-0.24130;-0.12051;-0.11517;-11.56661;9.47010;2.19712;France;3.13653;-0.20146;-995.93344;-1.84541;FALSE;-0.13326
876;Jorg;-0.58740;-0.45183;-0.33080;-12.01062;9.02411;5.35095;France;5.10135;-5.77574;-996.81636;-0.66087;FALSE;-0.37485
877;Bob;1.16442;0.49865;0.52937;-9.97760;9.82370;-11.13404;Croatia;-11.53021;10.79698;-1000.39371;-0.67276;TRUE;0.61670
878;Jorg;0.92936;-0.61876;0.09886;-10.02042;9.53560;-9.85608;Croatia;-11.01210;10.06108;-996.11812;-0.51107;FALSE;0.16857
879;Atsuto;0.31605;-0.11835;0.06293;-10.64863;9.64995;-3.39540;Croatia;-4.32411;3.44141;-999.92418;2.40118;FALSE;0.08663
880;20;1.75041;-0.35413;0.44445;-8.87575;10.16220;-17.82891;Croatia;-19.86267;16.95251;-999.64261;-0.78898;TRUE;0.57573
881;Bob;2.53306;1.62702;1.32419;-9.45255;10.28272;-23.58330;Croatia;-20.56367;22.85218;-998.54410;-3.24437;TRUE;1.51417
882;Jorg;1.72272;0.53591;0.71894;-9.87368;10.00560;-16.64309;Croatia;-15.07547;16.54319;-1002.93823;3.42253;TRUE;0.84815
883;Jorg;0.98451;0.57802;0.49737;-10.22130;9.78316;-9.38412;Croatia;-7.48824;10.61622;-1001.29149;0.04421;TRUE;0.57121
884;20;-0.53991;0.77836;0.07590;-11.07276;10.01404;6.28593;Croatia;7.16118;-4.52118;-997.92534;-1.05962;TRUE;0.03541
885;Bob;2.55203;-0.07332;0.78900;-8.08626;10.54287;-25.43950;Argentina;-28.08670;28.46120;-999.08661;-2.48787;TRUE;0.98040
886;20;-1.03565;-1.58299;-0.83354;-12.01371;8.67197;8.84098;France;10.35319;-7.79850;-995.66209;-1.23365;FALSE;-0.91121
887;Jorg;0.09054;0.58906;0.21632;-11.15777;9.67115;-0.22031;France;-2.26010;-0.85935;-1000.93754;-1.66869;TRUE;0.22311
888;Atsuto;1.10215;-1.30221;-0.06368;-10.09339;9.31670;-12.19256;Croatia;-12.26657;11.81049;-998.06804;1.79241;FALSE;0.01898
889;20;0.77293;0.55266;0.42195;-9.88704;10.18073;-7.16246;Croatia;-6.08927;8.11152;-998.22226;-1.61747;TRUE;0.47992
890;Bob;1.34546;-0.23746;0.35269;-9.20908;10.22999;-13.65386;Croatia;-11.36014;11.03855;-998.79923;-2.20381;TRUE;0.45360
891;Jorg;0.37285;0.65012;0.32562;-11.42067;9.56703;-2.99188;France;-1.82847;4.85580;-997.52068;-1.68017;TRUE;0.35359
892;20;1.62464;0.85180;0.78827;-10.32589;9.87986;-15.27005;Croatia;-15.68141;14.93403;-997.15346;-2.41090;TRUE;0.91012
893;20;1.21030;2.11748;1.05927;-9.69739;10.72154;-10.10027;Croatia;-8.34688;10.91942;-999.38427;-0.96248;TRUE;1.15004
894;20;1.64705;0.59701;0.71431;-10.10118;9.73706;-15.87516;Croatia;-16.49283;18.24146;-997.51912;-0.47497;TRUE;0.83783
895;Jorg;0.66853;0.06294;0.23283;-10.93844;9.46232;-6.74488;France;-9.41099;6.07703;-998.86560;-0.20907;TRUE;0.28297
896;Jorg;0.60000;0.93348;0.48812;-9.89714;10.23596;-4.78482;Croatia;-3.93514;4.37085;-998.38944;1.14879;TRUE;0.53312
897;20;1.27018;-0.39462;0.27870;-10.19432;9.80895;-13.09724;Croatia;-13.26292;12.50482;-996.78398;-0.96461;FALSE;0.37396
898;Atsuto;1.88916;0.79374;0.85399;-9.42019;10.19256;-18.18884;Croatia;-17.96635;17.79441;-999.30068;3.84622;TRUE;0.99568
899;Bob;0.85841;-0.15924;0.22255;-10.00753;9.96075;-8.77122;Croatia;-10.06790;8.96110;-998.88316;-1.48982;TRUE;0.28693
900;20;-0.05093;-0.96153;-0.32228;-10.90650;9.11157;-0.41071;France;0.41194;-1.56486;-996.55196;-2.79475;FALSE;-0.32610
901;20;0.37098;-1.03839;-0.21244;-10.16893;9.43257;-4.65775;Croatia;-4.52232;3.53998;-998.13331;-1.83077;FALSE;-0.18462
902;Atsuto;-0.89988;-0.85874;-0.55979;-12.24258;8.77485;8.16556;Morocco;7.62256;-7.65395;-999.61795;-2.43887;FALSE;-0.62728
903;tjugo;1.08366;-0.03611;0.33345;-11.37565;9.25810;-10.92255;France;-9.12022;9.77607;-999.48464;-1.11645;TRUE;0.41472
904;20;2.22401;-0.07232;0.68490;-9.16711;10.45179;-22.31504;Croatia;-23.24839;21.99436;-998.06430;-0.00872;TRUE;0.85171
905;Bob;2.19880;1.14071;1.06300;-8.92101;10.79016;-20.90188;Croatia;-18.03078;18.73926;-997.32551;-5.49838;TRUE;1.22791
906;Jorg;1.14431;-0.63271;0.16285;-10.23633;9.42652;-12.05088;Croatia;-12.71498;10.38789;-996.51783;-1.30582;FALSE;0.24867
907;Jorg;0.72103;0.00365;0.23067;-10.21124;9.81468;-7.22003;Croatia;-6.68520;7.72650;-997.89589;0.14675;TRUE;0.28475
908;Jorg;2.47505;-0.53803;0.61657;-9.29645;9.71213;-25.29147;Croatia;-21.73262;27.28362;-999.72781;-0.05499;TRUE;0.80220
909;Bob;1.49236;-0.77490;0.22837;-9.31238;9.91665;-15.59565;Croatia;-16.05612;15.74777;-999.24377;-1.01354;FALSE;0.34030
910;Jorg;1.33698;-0.89600;0.14037;-9.94757;9.48385;-14.32191;Croatia;-12.64970;14.06666;-997.36117;-1.14000;FALSE;0.24064
911;20;1.06629;-0.79730;0.08562;-9.83691;9.71343;-11.45391;Croatia;-11.11766;9.58023;-998.86151;-1.63233;FALSE;0.16559
912;Jorg;0.43061;-0.90719;-0.15170;-10.28156;9.48273;-5.24078;Croatia;-5.87405;7.13000;-996.08296;-1.85709;FALSE;-0.11940
913;20;0.61934;0.66756;0.40963;-10.78070;9.79000;-5.40344;Croatia;-7.34699;4.25643;-1000.49782;0.26389;TRUE;0.45608
914;Atsuto;-0.10912;-0.42756;-0.17083;-11.08198;9.43961;0.68976;France;0.79383;-0.54482;-1000.80612;-1.90604;FALSE;-0.17901
915;Jorg;0.80972;-0.62451;0.05895;-10.52319;9.31729;-8.73201;France;-10.31205;9.07506;-999.79121;0.11247;FALSE;0.11968
916;Jorg;2.23653;0.38727;0.83518;-8.67652;10.35983;-21.87247;Croatia;-23.62643;20.57468;-999.66982;-1.85704;TRUE;1.00292
